Date,Close,Open,High,Low
15/05/23,4136.28,4126.65,4141.25,4110.27
12/05/23,4124.08,4138.54,4143.74,4099.12
11/05/23,4130.62,4132.24,4132.80,4109.29
10/05/23,4137.64,4143.74,4154.28,4098.92
09/05/23,4119.17,4124.25,4130.35,4116.65
08/05/23,4138.12,4136.98,4142.30,4123.81
05/05/23,4136.25,4084.73,4147.02,4084.73
04/05/23,4061.22,4082.55,4082.61,4048.28
03/05/23,4090.75,4122.25,4148.30,4088.86
02/05/23,4119.58,4164.10,4164.10,4089.72
01/05/23,4167.87,4166.79,4186.92,4164.12
28/04/23,4169.48,4129.63,4170.06,4127.18
27/04/23,4135.35,4075.29,4138.24,4075.29
26/04/23,4055.99,4087.78,4089.67,4049.35
25/04/23,4071.63,4126.43,4126.43,4071.38
24/04/23,4137.04,4132.07,4142.41,4117.77
21/04/23,4133.52,4132.14,4138.02,4113.86
20/04/23,4129.79,4130.48,4148.57,4114.57
19/04/23,4154.52,4139.33,4162.57,4134.49
18/04/23,4154.87,4164.26,4169.48,4140.36
17/04/23,4151.32,4137.17,4151.72,4123.18
14/04/23,4137.64,4140.11,4163.19,4113.20
13/04/23,4146.22,4100.04,4150.26,4099.40
12/04/23,4091.95,4121.72,4134.37,4086.94
11/04/23,4108.94,4110.29,4124.26,4102.61
10/04/23,4109.11,4085.20,4109.50,4072.55
06/04/23,4105.02,4081.15,4107.32,4069.84
05/04/23,4090.38,4094.50,4099.69,4072.56
04/04/23,4100.60,4128.03,4133.13,4086.87
03/04/23,4124.51,4102.20,4127.66,4098.79
31/03/23,4109.31,4056.18,4110.75,4056.18
30/03/23,4050.83,4046.74,4057.85,4032.10
29/03/23,4027.81,3999.53,4030.59,3999.53
28/03/23,3971.27,3974.13,3979.20,3951.53
27/03/23,3977.53,3982.93,4003.83,3970.49
24/03/23,3970.99,3939.21,3972.74,3909.16
23/03/23,3948.72,3959.21,4007.66,3919.05
22/03/23,3936.97,4002.04,4039.49,3936.17
21/03/23,4002.87,3975.89,4009.08,3971.19
20/03/23,3951.57,3917.47,3956.62,3916.89
17/03/23,3916.64,3958.69,3958.91,3901.27
16/03/23,3960.28,3878.93,3964.46,3864.11
15/03/23,3891.93,3876.74,3894.26,3838.24
14/03/23,3919.29,3894.01,3937.29,3873.63
13/03/23,3855.76,3835.12,3905.05,3808.86
10/03/23,3861.59,3912.77,3934.05,3846.32
09/03/23,3918.32,3998.66,4017.81,3908.70
08/03/23,3992.01,3987.55,4000.41,3969.76
07/03/23,3986.37,4048.26,4050.00,3980.31
06/03/23,4048.42,4055.15,4078.49,4044.61
03/03/23,4045.64,3998.02,4048.29,3995.17
02/03/23,3981.35,3938.68,3990.84,3928.16
01/03/23,3951.39,3963.34,3971.73,3939.05
28/02/23,3970.15,3977.19,3997.50,3968.98
27/02/23,3982.24,3992.36,4018.05,3973.55
24/02/23,3970.04,3973.24,3978.25,3943.08
23/02/23,4012.32,4018.60,4028.30,3969.19
22/02/23,3991.05,4001.83,4017.37,3976.90
21/02/23,3997.34,4052.35,4052.35,3995.19
17/02/23,4079.09,4077.39,4081.51,4047.95
16/02/23,4090.41,4114.75,4136.54,4089.49
15/02/23,4147.60,4119.50,4148.11,4103.98
14/02/23,4136.13,4126.70,4159.77,4095.01
13/02/23,4137.29,4096.62,4138.90,4092.67
10/02/23,4090.46,4068.92,4094.36,4060.79
09/02/23,4081.50,4144.25,4156.23,4069.67
08/02/23,4117.86,4153.47,4156.85,4111.67
07/02/23,4164.00,4105.35,4176.54,4088.39
06/02/23,4111.08,4119.57,4124.63,4093.38
03/02/23,4136.48,4136.69,4182.36,4123.36
02/02/23,4179.76,4158.68,4195.44,4141.88
01/02/23,4119.21,4070.07,4148.95,4037.20
31/01/23,4076.60,4020.85,4077.16,4020.44
30/01/23,4017.77,4049.27,4063.85,4015.55
27/01/23,4070.56,4053.72,4094.21,4048.70
26/01/23,4060.43,4036.08,4061.57,4013.29
25/01/23,4016.22,3982.71,4019.55,3949.06
24/01/23,4016.95,4001.74,4023.92,3989.79
23/01/23,4019.81,3978.14,4039.31,3971.64
20/01/23,3972.61,3909.04,3972.96,3897.86
19/01/23,3898.85,3911.84,3922.94,3885.54
18/01/23,3928.86,4002.25,4014.16,3926.59
17/01/23,3990.97,3999.28,4015.39,3984.57
13/01/23,3999.09,3960.60,4003.95,3947.67
12/01/23,3983.17,3977.57,3997.76,3937.56
11/01/23,3969.61,3932.35,3970.07,3928.54
10/01/23,3919.25,3888.57,3919.83,3877.29
09/01/23,3892.09,3910.82,3950.57,3890.42
06/01/23,3895.08,3823.37,3906.19,3809.56
05/01/23,3808.10,3839.74,3839.74,3802.42
04/01/23,3852.97,3840.36,3873.16,3815.77
03/01/23,3824.14,3853.29,3878.46,3794.33
30/12/22,3839.50,3829.06,3839.85,3800.34
29/12/22,3849.28,3805.45,3858.19,3805.45
28/12/22,3783.22,3829.56,3848.32,3780.78
27/12/22,3829.25,3843.34,3846.65,3813.22
23/12/22,3844.82,3815.11,3845.80,3797.01
22/12/22,3822.39,3853.26,3853.26,3764.49
21/12/22,3878.44,3839.49,3889.82,3839.49
20/12/22,3821.62,3810.47,3838.24,3795.62
19/12/22,3817.66,3853.79,3854.86,3800.04
16/12/22,3852.36,3890.91,3890.91,3827.91
15/12/22,3895.75,3958.37,3958.37,3879.45
14/12/22,3995.32,4015.54,4053.76,3965.65
13/12/22,4019.65,4069.38,4100.96,3993.03
12/12/22,3990.56,3939.29,3990.71,3935.30
09/12/22,3934.38,3954.17,3977.02,3933.04
08/12/22,3963.51,3947.79,3974.19,3935.83
07/12/22,3933.92,3933.28,3957.57,3922.68
06/12/22,3941.26,3996.63,4001.51,3918.39
05/12/22,3998.84,4052.02,4052.45,3984.49
02/12/22,4071.70,4040.17,4080.48,4026.63
01/12/22,4076.57,4087.14,4100.51,4050.87
30/11/22,4080.11,3957.18,4080.11,3938.58
29/11/22,3957.63,3964.19,3976.77,3937.65
28/11/22,3963.94,4005.36,4012.27,3955.77
25/11/22,4026.12,4023.34,4034.02,4020.76
23/11/22,4027.26,4000.30,4033.78,3998.66
22/11/22,4003.58,3965.51,4005.88,3956.88
21/11/22,3949.94,3956.23,3962.00,3933.34
18/11/22,3965.34,3966.39,3979.89,3935.98
17/11/22,3946.56,3919.26,3954.33,3906.54
16/11/22,3958.79,3976.82,3983.09,3954.34
15/11/22,3991.73,4006.41,4028.84,3953.17
14/11/22,3957.25,3977.97,4008.97,3956.40
11/11/22,3992.93,3963.72,4001.48,3944.82
10/11/22,3956.37,3859.89,3958.33,3859.89
09/11/22,3748.57,3810.94,3818.20,3744.22
08/11/22,3828.11,3817.02,3859.40,3786.28
07/11/22,3806.80,3780.71,3813.95,3764.70
04/11/22,3770.55,3766.98,3796.34,3708.84
03/11/22,3719.89,3733.25,3750.59,3698.15
02/11/22,3759.69,3852.90,3894.44,3758.68
01/11/22,3856.10,3901.79,3911.79,3843.80
31/10/22,3871.98,3881.85,3893.73,3863.18
28/10/22,3901.06,3808.26,3905.42,3808.26
27/10/22,3807.30,3834.69,3859.95,3803.79
26/10/22,3830.60,3825.97,3886.15,3824.07
25/10/22,3859.11,3799.44,3862.85,3799.44
24/10/22,3797.34,3762.01,3810.74,3741.65
21/10/22,3752.75,3657.10,3757.89,3647.42
20/10/22,3665.78,3689.05,3736.00,3656.44
19/10/22,3695.16,3703.11,3728.58,3666.51
18/10/22,3719.98,3746.26,3762.79,3686.53
17/10/22,3677.95,3638.65,3689.73,3638.65
14/10/22,3583.07,3690.41,3712.00,3579.68
13/10/22,3669.91,3520.37,3685.41,3491.58
12/10/22,3577.03,3590.83,3608.34,3573.86
