Date,Close,Open,High,Low,Volume
16/12/22,121.05,119.67,121.91,119.12,4140000
15/12/22,120.16,119.87,123.21,119.53,1750000
14/12/22,122.98,123.58,127.26,122.49,2270000
13/12/22,123.95,124.65,128.93,120.45,2460000
12/12/22,119.85,116.86,120.34,116.22,1230000
09/12/22,116.98,116.54,117.83,116.36,1240000
08/12/22,116.83,117.46,117.58,114.70,1550000
07/12/22,117.05,118.07,119.99,116.77,1370000
06/12/22,118.71,120.20,120.43,116.88,2460000
05/12/22,119.97,124.72,124.72,118.24,3010000
02/12/22,126.17,125.29,126.90,123.87,1180000
01/12/22,127.36,127.95,130.47,126.67,1250000
30/11/22,127.61,121.45,128.14,120.73,2160000
29/11/22,121.57,120.97,121.87,120.08,802840
28/11/22,120.56,122.64,124.22,119.83,847460
25/11/22,124.21,124.21,124.73,123.42,455880
23/11/22,124.12,121.30,125.09,121.25,863510
22/11/22,121.53,122.59,122.92,120.92,861220
21/11/22,122.09,121.87,123.98,121.36,1070000
18/11/22,121.95,124.99,124.99,120.49,877250
17/11/22,122.32,123.02,124.50,120.97,1350000
16/11/22,125.67,129.86,130.47,125.32,1500000
15/11/22,130.56,126.74,131.62,125.77,1880000
14/11/22,123.81,128.36,128.37,123.63,1540000
11/11/22,129.11,127.77,130.74,126.75,2350000
10/11/22,126.49,116.00,126.57,116.00,2760000
09/11/22,112.21,112.93,113.01,106.86,3890000
08/11/22,113.85,113.82,115.39,110.93,4270000
07/11/22,111.93,115.50,116.35,111.06,3690000
04/11/22,114.60,115.01,115.95,112.72,3430000
03/11/22,113.08,114.09,115.67,112.92,1290000
02/11/22,115.75,119.74,121.50,115.63,1940000
01/11/22,120.35,121.91,122.16,119.29,1520000
31/10/22,120.10,119.95,120.83,119.44,1240000
28/10/22,120.29,116.89,120.74,116.89,1370000
27/10/22,116.51,118.02,118.61,116.19,1220000
26/10/22,116.67,117.22,119.75,116.25,1020000
25/10/22,117.40,113.28,117.45,113.28,1090000
24/10/22,113.87,113.38,114.38,111.59,1360000
21/10/22,112.35,111.27,112.54,109.38,2750000
20/10/22,111.47,111.50,113.83,110.19,2420000
19/10/22,111.79,115.52,117.58,111.53,1920000
18/10/22,117.21,122.84,123.60,116.80,2380000
17/10/22,119.31,114.41,119.36,114.41,3450000
14/10/22,112.59,125.50,132.41,110.79,5910000
13/10/22,134.73,127.09,135.73,126.11,1810000
12/10/22,129.54,130.22,131.35,128.92,868760
11/10/22,130.49,133.47,133.72,129.91,1060000
10/10/22,134.21,138.35,138.35,133.41,814060
07/10/22,137.03,137.20,137.79,135.50,1400000
06/10/22,139.13,139.78,141.09,138.31,658410
05/10/22,140.61,140.36,141.46,139.03,830360
04/10/22,142.35,136.90,142.43,136.90,1240000
03/10/22,134.64,132.00,135.24,130.45,937550
30/09/22,130.55,132.41,134.48,130.35,909930
29/09/22,132.68,133.50,134.43,131.44,1130000
28/09/22,135.86,133.67,136.67,132.95,911290
27/09/22,133.12,135.53,136.93,132.27,1270000
26/09/22,135.42,134.38,137.24,134.10,1260000
23/09/22,135.19,133.76,135.33,132.64,1490000
22/09/22,134.81,139.98,140.46,134.76,1050000
21/09/22,139.82,142.28,144.52,139.76,708820
20/09/22,141.92,142.91,144.19,140.45,812020
19/09/22,144.21,140.22,144.26,140.19,817960
16/09/22,141.74,144.73,144.97,140.94,2310000
15/09/22,146.61,146.98,150.63,146.50,1230000
14/09/22,147.49,151.51,151.51,146.26,1320000
13/09/22,151.25,154.02,154.71,151.17,1060000
12/09/22,158.23,157.03,158.53,156.46,956590
09/09/22,155.92,154.72,156.65,154.72,759000
08/09/22,153.84,150.64,154.30,149.54,577170
07/09/22,151.64,147.86,152.02,147.86,499080
06/09/22,148.16,149.99,150.20,145.53,691210
02/09/22,149.24,153.28,154.12,148.53,818150
01/09/22,151.33,151.20,151.47,149.01,684370
31/08/22,151.83,153.92,154.63,151.42,1240000
30/08/22,153.10,154.36,154.60,151.31,731440
29/08/22,153.54,154.50,154.88,152.37,579140
26/08/22,155.64,162.98,163.30,155.57,662330
25/08/22,162.29,160.43,162.31,159.93,413550
24/08/22,159.72,158.65,160.71,158.50,517630
23/08/22,159.21,160.42,161.20,159.20,482410
22/08/22,160.31,160.93,161.30,159.39,629250
19/08/22,163.54,164.33,164.80,162.94,742850
18/08/22,166.02,166.92,166.92,164.93,976190
17/08/22,166.92,168.09,168.41,165.64,740340
16/08/22,170.12,168.61,171.09,168.40,609040
15/08/22,168.92,167.71,169.55,167.29,621830
12/08/22,168.90,167.07,169.00,166.54,590720
11/08/22,165.98,164.72,166.51,164.18,1080000
10/08/22,162.83,164.14,164.53,162.28,1480000
09/08/22,161.39,162.00,162.60,161.19,843620
08/08/22,162.05,165.00,165.96,161.47,673300
05/08/22,163.96,161.30,164.57,161.04,677370
04/08/22,162.44,162.10,163.22,161.64,1010000
03/08/22,162.94,160.51,163.37,159.72,820720
02/08/22,159.08,156.81,160.06,156.81,2230000
01/08/22,162.38,161.52,163.09,159.57,757460
29/07/22,162.71,159.89,163.04,159.55,1060000
28/07/22,159.77,158.01,159.85,156.30,563540
27/07/22,157.82,155.28,158.15,154.65,905640
26/07/22,155.09,156.78,158.10,154.74,736150
25/07/22,158.42,159.30,160.00,157.31,746970
22/07/22,158.66,162.07,162.46,157.62,615000
21/07/22,162.65,160.59,162.82,160.04,1030000
20/07/22,161.05,157.55,161.14,157.24,1140000
19/07/22,157.55,155.15,157.66,154.40,927930
18/07/22,153.12,156.44,158.50,152.16,2080000
15/07/22,155.80,153.73,158.16,152.71,1480000
14/07/22,150.98,154.16,154.84,149.03,1960000
13/07/22,148.35,147.02,149.69,146.00,1010000
12/07/22,149.58,148.83,153.13,148.83,897900
11/07/22,150.31,149.56,151.18,148.19,759980
08/07/22,150.94,151.79,153.10,150.21,1050000
07/07/22,151.18,150.00,151.68,149.89,671160
06/07/22,148.57,147.18,149.51,146.87,1070000
05/07/22,148.14,144.17,148.23,142.06,923170
01/07/22,147.38,144.53,147.48,143.56,863270
30/06/22,144.20,143.63,146.47,141.51,960740
29/06/22,145.86,147.32,147.45,144.99,951460
28/06/22,147.22,148.26,149.90,146.90,1210000
27/06/22,147.27,147.85,148.71,146.45,1150000
24/06/22,146.91,141.95,146.97,141.77,1470000
23/06/22,141.00,140.00,141.37,138.94,1120000
22/06/22,140.78,137.88,141.20,137.07,1290000
21/06/22,139.01,139.75,140.85,138.37,1230000
17/06/22,136.30,135.74,138.81,135.42,2000000
16/06/22,134.62,136.53,136.88,134.02,1410000
15/06/22,140.28,138.99,142.09,138.03,1400000
14/06/22,136.96,134.17,137.43,134.17,1630000
13/06/22,134.30,137.80,138.26,133.37,1100000
10/06/22,141.47,144.32,147.01,140.92,1680000
09/06/22,147.65,151.31,151.57,147.55,1640000
08/06/22,151.10,151.94,152.87,150.33,1010000
07/06/22,153.70,152.64,153.94,151.67,1930000
06/06/22,154.34,155.01,155.85,154.00,928340
03/06/22,153.74,154.17,154.57,153.03,755230
02/06/22,155.50,154.00,155.87,152.73,985290
